Formulary_Record_ID,Plan_ID,NDC,Drug_Name,Formulary_Tier,Coverage_Status,Prior_Authorization_Flag,Step_Therapy_Flag,Quantity_Limit_Flag,Effective_Date,End_Date,Source_System
FRM000241,PLAN016,59002120957,Cozaar,4,Non-Preferred,N,N,Y,2025-07-24,2026-11-27,FormularyManager
FRM000242,PLAN018,22581320920,Prilosec,2,Non-Preferred,N,N,N,2024-02-04,2025-08-05,FormularyManager
FRM000243,PLAN019,13622989050,FORMULARY NAME MISMATCH,1,Covered,N,N,N,2025-04-25,2026-04-20,FormularyManager
FRM000244,PLAN015,98617171442,Lantus,1,Non-Preferred,N,N,Y,2024-07-18,2025-01-15,FormularyManager
FRM000245,PLAN013,69398255036,Vibramycin,5,Covered,N,N,N,2025-04-28,2026-09-10,FormularyManager
FRM000246,PLAN009,65004145763,Januvia,2,,Y,N,N,2026-02-24,2027-01-30,FormularyManager
FRM000247,PLAN001,23809467884,Ozempic,1,Excluded,N,Y,N,2024-04-05,2025-10-31,FormularyManager
FRM000248,PLAN011,62718517427,Wellbutrin,4,Covered,N,N,N,2024-03-25,2025-06-02,FormularyManager
FRM000249,PLAN006,38750191648,Neurontin,1,Covered,N,N,N,2024-03-07,2024-11-03,FormularyManager
FRM000250,PLAN005,99282121398,Prozac,3,Covered,N,Y,N,2024-09-08,2026-05-23,FormularyManager
FRM000251,PLAN005,89111529797,Prozac,1,Covered,Y,N,N,2025-11-25,2027-05-17,FormularyManager
FRM000252,PLAN010,37017591044,Jardiance,2,Covered,N,Y,N,2025-07-11,2027-04-07,FormularyManager
FRM000253,PLAN007,81987321337,Lantus,2,Covered,Y,N,Y,2025-08-23,2026-04-26,FormularyManager
FRM000254,PLAN001,78211193483,UNKNOWN BRAND DRG00226,1,Covered,Y,N,N,2025-02-09,2026-06-14,FormularyManager
FRM000255,PLAN002,70613545988,Plavix,5,Covered,N,Y,N,2024-11-25,2026-05-27,FormularyManager
FRM000256,PLAN017,58670846921,Coreg,1,Covered,N,Y,N,2026-05-19,2027-05-25,FormularyManager
FRM000257,PLAN012,26262248157,Aldactone,5,Excluded,N,N,N,2024-04-02,2025-04-19,FormularyManager
FRM000258,PLAN007,98076393354,Neurontin,2,Covered,N,Y,N,2025-06-20,2026-10-20,FormularyManager
FRM000259,PLAN009,95394214840,Prozac,1,Covered,N,N,N,2024-09-14,2026-08-23,FormularyManager
FRM000260,PLAN015,22743552549,Prozac,3,Covered,N,N,N,2024-09-30,2025-07-24,FormularyManager
FRM000261,PLAN020,67259185565,Protonix,2,Covered,N,N,Y,2024-06-27,2025-04-26,FormularyManager
FRM000262,PLAN004,48777918537,Protonix,2,Covered,N,N,N,2024-06-08,2025-01-24,FormularyManager
FRM000263,PLAN015,47499455138,Crestor,4,Covered,N,N,N,2026-04-05,2027-07-20,FormularyManager
FRM000264,PLAN003,60563234574,Wellbutrin,1,Covered,N,N,N,2024-05-30,2024-11-26,FormularyManager
FRM000265,PLAN016,20858309589,Wellbutrin,5,Covered,N,N,N,2026-03-28,2027-03-14,FormularyManager
FRM000266,PLAN013,35847675077,Cozaar,4,Covered,Y,N,N,2025-10-03,2027-08-30,FormularyManager
FRM000267,PLAN014,61820941754,Wellbutrin,1,Covered,N,N,N,2025-04-06,2026-04-19,FormularyManager
FRM000268,PLAN015,11713731824,Lopressor,3,Covered,N,N,N,2024-10-20,2025-05-07,FormularyManager
FRM000269,PLAN004,21322844418,Jardiance,4,Covered,N,N,N,2024-01-02,2025-03-03,FormularyManager
FRM000270,PLAN010,56133530192,Wellbutrin,5,Covered,N,N,N,2024-01-13,2024-08-31,FormularyManager
FRM000271,PLAN020,64540939887,FORMULARY NAME MISMATCH,1,Covered,N,N,N,2025-12-18,2026-11-12,FormularyManager
FRM000272,PLAN017,90728447630,Ventolin,3,Covered,N,N,N,2024-07-13,2025-08-03,FormularyManager
FRM000273,PLAN015,37570262831,Glucophage,2,Covered,Y,N,N,2024-05-29,2025-10-29,FormularyManager
FRM000274,PLAN017,69725978984,Lipitor,3,Non-Preferred,Y,N,N,2025-03-31,2026-07-06,FormularyManager
FRM000275,PLAN003,26670320788,Aldactone,1,Covered,N,N,Y,2025-09-07,2027-05-12,FormularyManager
FRM000276,PLAN020,60036280484,Ventolin,5,Covered,N,N,N,2024-05-12,2026-02-26,FormularyManager
FRM000277,PLAN017,61820941754,Wellbutrin,5,Covered,N,N,N,2024-05-03,2026-03-20,FormularyManager
FRM000278,PLAN008,48632631955,Protonix,2,Covered,N,N,Y,2025-07-29,2026-06-30,FormularyManager
FRM000279,PLAN009,82391488851,Ventolin,4,Covered,N,N,Y,2024-11-25,2025-05-24,FormularyManager
FRM000280,PLAN005,74909178953,Vibramycin,2,Covered,Y,N,Y,2026-04-12,2027-07-23,FormularyManager
FRM000281,PLAN020,94227785584,Humalog,4,Covered,N,Y,N,2024-03-20,2024-11-19,FormularyManager
FRM000282,PLAN017,60986106546,FORMULARY NAME MISMATCH,2,Covered,N,N,N,2024-04-19,2025-10-01,FormularyManager
FRM000283,PLAN001,61820941754,Wellbutrin,5,Non-Preferred,N,Y,N,2025-05-06,2027-04-11,FormularyManager
FRM000284,PLAN019,15035164887,Glucophage,4,Covered,N,N,N,2024-01-07,2024-10-26,FormularyManager
FRM000285,PLAN018,57344228998,Protonix,2,Covered,N,N,N,2024-01-08,2025-09-10,FormularyManager
FRM000286,PLAN016,37195598538,Crestor,3,Covered,Y,N,N,2024-02-08,2024-09-18,FormularyManager
FRM000287,PLAN011,41322801585,Aldactone,1,Excluded,N,N,N,2024-10-07,2026-01-10,FormularyManager
FRM000288,PLAN003,32031366424,Lantus,3,Covered,N,N,N,2024-04-05,2024-12-23,FormularyManager
FRM000289,PLAN014,31559714166,Lantus,3,Covered,N,N,N,2025-03-20,2026-10-25,FormularyManager
FRM000290,PLAN013,78211193483,UNKNOWN BRAND DRG00226,5,Covered,Y,Y,N,2024-03-19,2025-03-06,FormularyManager
FRM000291,PLAN007,11590371650,Lasix,2,Covered,N,Y,N,2024-07-06,2026-06-29,FormularyManager
FRM000292,PLAN010,22620625618,Plavix,4,Non-Preferred,Y,N,N,2024-08-02,2025-05-08,FormularyManager
FRM000293,PLAN017,17204851877,Lexapro,4,Non-Preferred,N,N,N,2024-01-01,2024-07-26,FormularyManager
FRM000294,PLAN012,66961165235,Crestor,1,Covered,N,N,Y,2025-07-29,2026-03-23,FormularyManager
FRM000295,PLAN009,92965682838,Wellbutrin,5,Covered,N,N,N,2025-03-27,2026-06-21,FormularyManager
FRM000296,PLAN001,26262248157,Aldactone,2,Covered,N,N,N,2024-01-03,2025-04-12,FormularyManager
FRM000297,PLAN015,27517427451,Plavix,4,Covered,N,Y,Y,2024-02-22,2025-11-18,FormularyManager
FRM000298,PLAN008,48777918537,Protonix,3,Non-Preferred,N,N,N,2025-10-15,2026-06-09,FormularyManager
FRM000299,PLAN005,62718517427,Wellbutrin,4,Covered,N,N,N,2025-04-10,2026-10-17,FormularyManager
FRM000300,PLAN001,87431285235,Aldactone,2,Covered,N,N,Y,2025-12-25,2027-01-07,FormularyManager
FRM000301,PLAN008,70149202243,Neurontin,5,Excluded,N,N,N,2024-07-26,2026-04-29,FormularyManager
FRM000302,PLAN007,38130142714,Glucophage,3,Covered,N,N,N,2024-02-03,2025-12-07,FormularyManager
FRM000303,PLAN019,13912543726,Lantus,3,Excluded,Y,N,N,2025-09-02,2027-05-02,FormularyManager
FRM000304,PLAN009,40943424631,Wellbutrin,1,Covered,N,N,N,2026-01-08,2027-09-14,FormularyManager
FRM000305,PLAN018,96691540687,Norvasc,5,Covered,Y,Y,N,2025-02-21,2025-12-28,FormularyManager
FRM000306,PLAN010,43371264292,Prinivil,3,Excluded,N,N,N,2025-06-17,2026-02-22,FormularyManager
FRM000307,PLAN020,98163387313,Singulair,4,Covered,N,N,N,2024-02-10,2025-08-31,FormularyManager
FRM000308,PLAN003,95305350218,Prozac,1,Non-Preferred,N,N,Y,2024-06-25,2025-10-08,FormularyManager
FRM000309,PLAN014,90019313030,Coreg,3,Covered,N,N,N,2024-09-26,2025-11-16,FormularyManager
FRM000310,PLAN012,37104711512,Crestor,3,Covered,N,N,N,2025-10-14,2026-08-02,FormularyManager
FRM000311,PLAN003,52583690494,Lipitor,2,Covered,Y,N,N,2025-06-23,2026-08-11,FormularyManager
FRM000312,PLAN020,67080423748,Lantus,2,Non-Preferred,N,N,N,2025-09-12,2026-12-31,FormularyManager
FRM000313,PLAN009,86106901629,Singulair,5,Covered,Y,N,N,2025-09-20,2026-06-24,FormularyManager
FRM000314,PLAN001,99309147368,Jardiance,4,Covered,N,N,N,2025-12-13,2027-03-24,FormularyManager
FRM000315,PLAN017,54293312163,Vibramycin,4,Covered,Y,N,N,2024-07-27,2025-02-23,FormularyManager
FRM000316,PLAN019,35551800184,Cymbalta,1,Covered,N,N,Y,2025-05-05,2026-11-03,FormularyManager
FRM000317,PLAN020,47494236310,Lipitor,1,Non-Preferred,N,N,N,2024-09-30,2026-09-23,FormularyManager
FRM000318,PLAN017,22438118591,FORMULARY NAME MISMATCH,3,Covered,N,N,N,2024-12-11,2025-11-24,FormularyManager
FRM000319,PLAN014,54145454630,Coreg,4,Covered,N,N,N,2024-08-21,2025-12-13,FormularyManager
FRM000320,PLAN011,44682779034,Lexapro,5,Covered,Y,N,N,2025-03-04,2026-06-19,FormularyManager
FRM000321,PLAN009,69347757174,Humalog,1,Excluded,Y,Y,Y,2024-06-19,2025-07-03,FormularyManager
FRM000322,PLAN005,34666508457,Norvasc,2,Non-Preferred,N,N,N,2025-03-15,2025-10-10,FormularyManager
FRM000323,PLAN001,78528685790,Neurontin,3,Covered,Y,N,N,2025-10-02,2027-02-04,FormularyManager
FRM000324,PLAN007,36285274953,Lasix,1,Covered,Y,N,N,2025-08-25,2026-03-29,FormularyManager
FRM000325,PLAN019,46005730687,Protonix,3,Covered,N,N,Y,2025-07-15,2027-04-27,FormularyManager
FRM000326,PLAN008,10394138129,Lantus,4,Non-Preferred,N,N,N,2025-05-23,2026-07-08,FormularyManager
FRM000327,PLAN012,92414186439,Lasix,1,Covered,N,N,N,2026-03-05,2028-02-17,FormularyManager
FRM000328,PLAN006,41290491468,Prinivil,4,Covered,Y,N,N,2024-07-04,2025-09-20,FormularyManager
FRM000329,PLAN020,44047392978,Januvia,5,Covered,Y,N,Y,2025-03-23,2026-08-18,FormularyManager
FRM000330,PLAN004,49300844372,Lipitor,1,Covered,N,N,Y,2025-02-20,2026-08-17,FormularyManager
FRM000331,PLAN016,57576578668,FORMULARY NAME MISMATCH,3,Covered,Y,N,N,2025-01-09,2026-06-06,FormularyManager
FRM000332,PLAN010,22620625618,Plavix,4,Excluded,Y,N,N,2025-01-11,2025-10-20,FormularyManager
FRM000333,PLAN009,86445320315,Eliquis,1,Covered,N,N,N,2024-09-19,2026-08-21,FormularyManager
FRM000334,PLAN001,69207755847,Crestor,4,Covered,Y,N,N,2024-09-25,2026-04-09,FormularyManager
FRM000335,PLAN018,47494236310,Lipitor,2,Covered,N,N,N,2026-01-18,2027-07-30,FormularyManager
FRM000336,PLAN004,38384498011,Aldactone,5,Covered,N,N,Y,2025-11-28,2027-01-06,FormularyManager
FRM000337,PLAN015,63039619641,Ventolin,4,Non-Preferred,N,N,N,2024-12-15,2026-04-09,FormularyManager
FRM000338,PLAN006,98795104473,Vibramycin,4,Covered,N,N,N,2024-08-09,2026-02-18,FormularyManager
FRM000339,PLAN002,43412851646,Coreg,3,Covered,Y,N,N,2024-07-27,2026-06-01,FormularyManager
FRM000340,PLAN002,76216784973,Protonix,2,Covered,N,N,Y,2025-03-03,2026-01-21,FormularyManager
FRM000341,PLAN002,15501225748,Crestor,2,Covered,N,N,N,2025-12-03,2026-10-26,FormularyManager
FRM000342,PLAN009,37677228163,Prilosec,5,Non-Preferred,N,N,N,2026-05-27,2027-11-19,FormularyManager
FRM000343,PLAN016,35516352970,Cymbalta,1,Covered,Y,N,N,2026-03-06,2027-07-28,FormularyManager
FRM000344,PLAN016,68912388929,Cymbalta,2,Covered,Y,N,N,2024-11-19,2026-02-25,FormularyManager
FRM000345,PLAN016,10424211436,Singulair,2,Covered,N,N,Y,2025-05-30,2026-07-12,FormularyManager
FRM000346,PLAN014,93243253281,Synthroid,2,Excluded,N,N,Y,2024-05-23,2025-05-27,FormularyManager
FRM000347,PLAN010,25094254121,Synthroid,2,Covered,N,N,Y,2025-06-08,2027-01-10,FormularyManager
FRM000348,PLAN011,10405956455,Plavix,1,Covered,N,N,Y,2026-03-02,2027-09-14,FormularyManager
FRM000349,PLAN007,97242993023,Norvasc,1,Non-Preferred,N,N,N,2025-09-06,2027-08-17,FormularyManager
FRM000350,PLAN010,24931475984,Cozaar,5,Non-Preferred,Y,N,N,2025-09-01,2026-07-14,FormularyManager
FRM000351,PLAN008,50389239682,Ozempic,1,Covered,N,N,N,2024-05-21,2024-12-20,FormularyManager
FRM000352,PLAN001,81681687310,Coreg,1,Non-Preferred,N,Y,N,2025-05-06,2025-12-22,FormularyManager
FRM000353,PLAN017,85417501813,Wellbutrin,3,Covered,N,N,N,2025-11-10,2026-07-27,FormularyManager
FRM000354,PLAN009,19696653191,Glucophage,5,Non-Preferred,N,N,N,2024-10-23,2025-09-19,FormularyManager
FRM000355,PLAN011,74359942977,Lasix,4,Covered,N,N,N,2024-06-03,2025-09-08,FormularyManager
FRM000356,PLAN009,53756657133,Neurontin,1,Covered,N,N,N,2025-01-08,2026-02-08,FormularyManager
FRM000357,PLAN010,56889248717,Ventolin,1,Covered,N,N,Y,2024-08-18,2026-04-13,FormularyManager
FRM000358,PLAN012,74385175975,Cymbalta,4,Non-Preferred,N,N,N,2025-01-15,2026-12-23,FormularyManager
FRM000359,PLAN010,65593261567,Wellbutrin,5,Covered,Y,N,N,2024-02-25,2024-09-28,FormularyManager
FRM000360,PLAN016,44047392978,Januvia,2,Non-Preferred,N,Y,N,2024-07-20,2025-09-07,FormularyManager
FRM000361,PLAN019,54145454630,Coreg,4,Non-Preferred,Y,N,N,2026-02-11,2028-01-16,FormularyManager
FRM000362,PLAN003,86445320315,Eliquis,3,Covered,N,N,N,2026-04-18,2026-12-16,FormularyManager
FRM000363,PLAN016,79480401968,Aldactone,5,Covered,N,N,N,2025-05-30,2025-11-30,FormularyManager
FRM000364,PLAN014,98610652597,Prinivil,4,Covered,N,N,Y,2025-03-05,2025-12-05,FormularyManager
FRM000365,PLAN006,14904163164,Eliquis,4,Covered,N,Y,N,2024-07-28,2026-07-06,FormularyManager
FRM000366,PLAN018,15035164887,Glucophage,5,Covered,N,N,N,2026-05-24,2027-01-04,FormularyManager
FRM000367,PLAN020,33502745180,Prinivil,3,Covered,N,N,N,2025-04-28,2026-09-13,FormularyManager
FRM000368,PLAN005,48827576665,Norvasc,3,Covered,N,Y,N,2025-07-16,2026-01-16,FormularyManager
FRM000369,PLAN006,11107186150,Plavix,5,Non-Preferred,N,N,Y,2025-10-02,2027-07-19,FormularyManager
FRM000370,PLAN015,97224337179,Lopressor,3,Non-Preferred,Y,N,N,2025-09-08,2026-09-10,FormularyManager
FRM000371,PLAN001,33167573583,Norvasc,1,Covered,Y,N,N,2026-05-26,2028-03-20,FormularyManager
FRM000372,PLAN016,99532189053,Neurontin,3,Covered,N,N,Y,2024-06-07,2025-01-14,FormularyManager
FRM000373,PLAN009,62840208185,Crestor,4,Non-Preferred,N,N,N,2026-04-17,2027-07-15,FormularyManager
FRM000374,PLAN011,18032796468,Synthroid,2,Non-Preferred,N,N,N,2025-03-16,2026-07-17,FormularyManager
FRM000375,PLAN011,20858309589,Wellbutrin,1,Covered,N,Y,N,2026-01-01,2027-05-17,FormularyManager
FRM000376,PLAN013,51269588679,Zoloft,2,Non-Preferred,N,N,Y,2024-03-02,2024-08-31,FormularyManager
FRM000377,PLAN014,47958975815,Lipitor,4,Covered,N,N,N,2026-02-14,2027-02-15,FormularyManager
FRM000378,PLAN014,76440908482,Lexapro,1,Covered,N,N,N,2024-06-09,2025-08-11,FormularyManager
FRM000379,PLAN006,26331939675,Ventolin,1,Non-Preferred,Y,N,Y,2026-01-03,2027-07-18,FormularyManager
FRM000380,PLAN006,28226964458,Lexapro,4,Covered,N,N,N,2025-03-24,2026-05-08,FormularyManager
FRM000381,PLAN013,35913846432,Protonix,2,Non-Preferred,N,Y,N,2024-01-31,2024-09-08,FormularyManager
FRM000382,PLAN020,15384104284,Lipitor,3,Covered,N,N,N,2025-11-17,2027-10-26,FormularyManager
FRM000383,PLAN008,44518564169,Coreg,4,Non-Preferred,Y,N,N,2024-08-15,2026-02-11,FormularyManager
FRM000384,PLAN011,92043205735,Ozempic,1,Non-Preferred,N,N,N,2026-04-10,2028-04-01,FormularyManager
FRM000385,PLAN006,14432106343,Microzide,5,Covered,N,N,N,2025-03-14,2026-01-20,FormularyManager
FRM000386,PLAN010,27990184869,Aldactone,4,Non-Preferred,Y,N,N,2025-08-24,2027-03-23,FormularyManager
FRM000387,PLAN017,13622989050,Glucophage,1,Covered,Y,N,N,2026-04-01,2028-02-13,FormularyManager
FRM000388,PLAN016,21137610492,Jardiance,2,Covered,N,N,Y,2025-07-15,2026-04-06,FormularyManager
FRM000389,PLAN007,28511153475,Ventolin,4,Covered,N,N,N,2024-01-30,2024-09-07,FormularyManager
FRM000390,PLAN013,31674507922,Protonix,3,Covered,N,N,N,2026-02-20,2027-10-22,FormularyManager
FRM000391,PLAN003,21424930580,Glucophage,1,Covered,N,N,N,2024-08-17,2025-03-22,FormularyManager
FRM000392,PLAN020,99338867913,Prinivil,1,Covered,Y,N,N,2024-01-27,2025-12-16,FormularyManager
FRM000393,PLAN018,17493123839,Plavix,1,Covered,N,Y,N,2024-05-09,2025-06-10,FormularyManager
FRM000394,PLAN012,27539452320,Eliquis,1,Covered,Y,N,N,2024-03-30,2025-07-13,FormularyManager
FRM000395,PLAN012,11107186150,Plavix,4,Covered,Y,Y,N,2024-09-13,2025-11-06,FormularyManager
FRM000396,PLAN015,49498489686,Eliquis,1,Covered,N,Y,Y,2024-09-23,2025-03-30,FormularyManager
FRM000397,PLAN009,94254883996,Prozac,4,Covered,N,N,N,2024-08-21,2026-01-04,FormularyManager
FRM000398,PLAN009,37570262831,Glucophage,1,Covered,N,N,N,2024-09-06,2026-07-30,FormularyManager
FRM000399,PLAN002,81681687310,Coreg,5,Covered,Y,N,N,2025-11-02,2026-06-16,FormularyManager
FRM000400,PLAN013,51269588679,Zoloft,1,Non-Preferred,Y,N,N,2024-10-31,2025-12-15,FormularyManager
FRM000401,PLAN002,52258384311,Prinivil,4,Covered,N,N,N,2024-08-03,2025-08-31,FormularyManager
FRM000402,PLAN015,21421615389,Lasix,3,Covered,N,N,N,2025-12-06,2026-10-18,FormularyManager
FRM000403,PLAN010,59778965268,Humalog,3,Non-Preferred,N,N,N,2026-03-02,2026-11-11,FormularyManager
FRM000404,PLAN006,20729975921,Lipitor,2,Covered,N,N,N,2024-12-11,2026-07-06,FormularyManager
FRM000405,PLAN003,72708515673,Plavix,4,Covered,N,N,N,2024-01-30,2025-12-04,FormularyManager
FRM000406,PLAN010,93243253281,Synthroid,1,Non-Preferred,Y,N,N,2025-12-23,2027-08-16,FormularyManager
FRM000407,PLAN018,13525402450,Januvia,2,Covered,N,N,N,2024-10-23,2026-05-19,FormularyManager
FRM000408,PLAN002,13254104910,Eliquis,4,Covered,N,N,N,2026-03-01,2027-10-24,FormularyManager
FRM000409,PLAN020,69245100276,Cymbalta,2,Non-Preferred,Y,Y,Y,2024-09-14,2026-05-16,FormularyManager
FRM000410,PLAN007,84080407924,Prinivil,4,Covered,Y,Y,N,2024-09-21,2026-01-09,FormularyManager
FRM000411,PLAN001,47734931755,Norvasc,4,Non-Preferred,N,N,N,2024-12-21,2026-05-19,FormularyManager
FRM000412,PLAN014,81214270455,Coreg,5,Excluded,N,N,N,2025-12-15,2027-11-19,FormularyManager
FRM000413,PLAN001,85864453239,Lexapro,2,Covered,N,N,N,2026-04-02,2026-11-24,FormularyManager
FRM000414,PLAN004,14752304010,Lexapro,2,Non-Preferred,N,N,N,2025-04-10,2026-09-12,FormularyManager
FRM000415,PLAN016,10731878875,Lasix,4,Covered,N,Y,N,2025-05-07,2026-10-30,FormularyManager
FRM000416,PLAN013,20641978938,Zoloft,5,Non-Preferred,N,N,N,2025-10-02,2027-03-10,FormularyManager
FRM000417,PLAN010,67141494586,Neurontin,3,Excluded,N,N,N,2024-11-28,2026-03-16,FormularyManager
FRM000418,PLAN005,76440908482,Lexapro,1,Excluded,N,N,N,2026-04-07,2027-02-22,FormularyManager
FRM000419,PLAN020,43283388696,Wellbutrin,1,Covered,N,N,N,2024-12-04,2026-09-23,FormularyManager
FRM000420,PLAN004,21642883934,Lopressor,5,Covered,N,Y,N,2026-04-16,2028-03-16,FormularyManager
FRM000421,PLAN019,20729975921,Lipitor,5,Covered,N,N,N,2026-04-30,2027-09-03,FormularyManager
FRM000422,PLAN009,37929930922,Prinivil,3,Covered,N,N,N,2025-06-16,2027-06-13,FormularyManager
FRM000423,PLAN012,66292157738,Protonix,1,Covered,Y,Y,N,2025-06-20,2027-04-30,FormularyManager
FRM000424,PLAN005,47220155350,Protonix,2,Excluded,N,N,N,2024-10-25,2026-08-28,FormularyManager
FRM000425,PLAN015,78627670934,Singulair,3,Covered,N,N,N,2024-04-14,2025-12-14,FormularyManager
FRM000426,PLAN016,68912388929,Cymbalta,1,Non-Preferred,N,Y,N,2025-05-10,2026-01-07,FormularyManager
FRM000427,PLAN020,84702528484,Prinivil,4,Covered,N,N,N,2025-04-24,2026-02-19,FormularyManager
FRM000428,PLAN018,32792508824,Glucophage,4,Non-Preferred,N,N,N,2025-10-17,2026-05-05,FormularyManager
FRM000429,PLAN012,23817377057,Lexapro,4,Covered,Y,N,N,2025-05-14,2026-03-19,FormularyManager
FRM000430,PLAN019,49300844372,Lipitor,4,Non-Preferred,Y,N,Y,2025-04-01,2026-05-11,FormularyManager
FRM000431,PLAN017,57820791671,Januvia,2,Excluded,N,N,N,2026-05-02,2028-04-09,FormularyManager
FRM000432,PLAN011,57373424595,Humalog,1,Non-Preferred,N,N,N,2025-03-11,2026-12-21,FormularyManager
FRM000433,PLAN017,19530750922,Microzide,3,Covered,N,N,N,2026-02-01,2027-03-09,FormularyManager
FRM000434,PLAN017,54154506357,Prozac,4,Covered,N,N,Y,2026-05-01,2027-08-31,FormularyManager
FRM000435,PLAN008,44983140537,Norvasc,2,Covered,N,N,N,2026-02-21,2026-09-22,FormularyManager
FRM000436,PLAN006,73418540749,Cymbalta,4,Covered,N,N,N,2026-02-08,2026-09-20,FormularyManager
FRM000437,PLAN006,99603627774,Synthroid,2,Covered,N,N,N,2026-04-06,2027-08-04,FormularyManager
FRM000438,PLAN008,93474724778,Lantus,4,Covered,N,N,N,2024-07-14,2025-12-10,FormularyManager
FRM000439,PLAN007,74192691278,Prilosec,5,Covered,Y,N,N,2026-05-01,2027-06-18,FormularyManager
FRM000440,PLAN014,62299475227,Coreg,4,Covered,N,N,N,2024-03-14,2026-03-08,FormularyManager
FRM000441,PLAN012,58378729732,Januvia,3,Covered,N,N,N,2024-06-19,2025-09-17,FormularyManager
FRM000442,PLAN008,12859564719,Glucophage,3,Non-Preferred,Y,N,Y,2026-02-04,2028-01-13,FormularyManager
FRM000443,PLAN009,62995547857,Cymbalta,4,Covered,N,N,N,2024-02-08,2025-12-24,FormularyManager
FRM000444,PLAN004,54705453523,Aldactone,1,Covered,N,N,N,2026-01-28,2026-11-22,FormularyManager
FRM000445,PLAN011,36001690590,Microzide,4,Covered,N,N,Y,2025-12-07,2027-07-15,FormularyManager
FRM000446,PLAN008,67141494586,Neurontin,1,Covered,N,N,N,2024-04-04,2026-03-08,FormularyManager
FRM000447,PLAN002,22287685065,Wellbutrin,1,Covered,N,N,Y,2025-01-26,2026-11-06,FormularyManager
FRM000448,PLAN016,44682779034,Lexapro,5,Covered,Y,N,N,2026-04-22,2028-04-03,FormularyManager
FRM000449,PLAN019,36201328832,Plavix,4,Non-Preferred,N,N,N,2024-07-31,2025-06-01,FormularyManager
FRM000450,PLAN006,96338320268,Protonix,2,Covered,Y,N,Y,2026-01-30,2026-09-23,FormularyManager
FRM000451,PLAN001,48104454958,Neurontin,2,Covered,Y,Y,N,2025-09-25,2027-04-25,FormularyManager
FRM000452,PLAN016,45469791921,Lipitor,5,Covered,N,N,Y,2024-04-06,2025-11-14,FormularyManager
FRM000453,PLAN006,33167573583,Norvasc,4,Covered,N,N,N,2024-06-25,2025-06-12,FormularyManager
FRM000454,PLAN012,80822802269,Coreg,5,Non-Preferred,N,N,Y,2024-06-15,2026-03-19,FormularyManager
FRM000455,PLAN015,76440908482,Lexapro,5,Excluded,N,N,N,2024-01-08,2025-01-07,FormularyManager
FRM000456,PLAN015,47958975815,Lipitor,2,Covered,Y,Y,N,2025-12-11,2027-09-08,FormularyManager
FRM000457,PLAN018,22366963895,Neurontin,3,Covered,N,N,N,2026-03-24,2027-01-25,FormularyManager
FRM000458,PLAN008,80870713084,Synthroid,1,Covered,N,N,N,2024-02-28,2025-07-04,FormularyManager
FRM000459,PLAN013,51057281520,Singulair,1,Covered,Y,Y,N,2024-12-26,2025-09-16,FormularyManager
FRM000460,PLAN003,85086957723,Januvia,5,Covered,Y,N,N,2024-01-15,2024-11-09,FormularyManager
FRM000461,PLAN013,59211433737,Prinivil,4,Covered,N,N,N,2025-08-13,2027-08-01,FormularyManager
FRM000462,PLAN002,77464349998,Eliquis,2,Covered,N,N,N,2025-12-17,2027-01-01,FormularyManager
FRM000463,PLAN016,17278457796,Prozac,3,Covered,Y,N,Y,2024-05-17,2026-02-08,FormularyManager
FRM000464,PLAN005,37195598538,Crestor,1,Covered,N,N,Y,2024-11-24,2025-11-24,FormularyManager
FRM000465,PLAN020,94324240174,Synthroid,3,Non-Preferred,N,N,N,2024-09-16,2025-09-03,FormularyManager
FRM000466,PLAN016,98272669316,Ventolin,4,Covered,N,Y,N,2024-02-18,2024-09-06,FormularyManager
FRM000467,PLAN013,76954397631,Microzide,5,Covered,Y,N,N,2025-10-15,2026-10-22,FormularyManager
